Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2016-17,2017-18,2018-19,2019-20,2020-21,Source document,Source table,URL
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Administered Expenses,Expenses not requiring appropriation in the budget year,Export Finance and Insurance Corporation (EFIC) - National Interest Account Expenses,1300,1300,1300,1300,1100,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Administered Expenses,Expenses not requiring appropriation in the budget year,Other Administered Items,15027,,,,,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Departmental Expenses,Departmental appropriation,,609340,557446,551116,519553,527445,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Departmental Expenses,s74 retained revenue receipts,,97228,97228,97228,97228,97228,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.1: Foreign Affairs and Trade Operations,Departmental Expenses,Expenses not requiring appropriation in the budget year,,126022,118001,109548,103439,118432,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.2: Official Development Assistance,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Country programs,1620496.067,1587659.9,1598844.9,1593844.9,1538744.9,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.2: Official Development Assistance,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Regional programs,674141.433,654999.6244,629360.9404,631526.1488,628612.6819,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.2: Official Development Assistance,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Global programs,357538.5,446678.4756,619064.1596,639508.9512,803193.4181,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.2: Official Development Assistance,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Humanitarian and emergency response programs,267624,399656,454656,394656,359656,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.2: Official Development Assistance,Administered Expenses,Expenses not requiring appropriation in the budget year,,200,500,500,500,500,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.2: Official Development Assistance,Departmental Expenses,Departmental appropriation,,242856,248927,255151,258978,262863,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.2 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.3: Official Development Assistance - Multilateral Replenishments,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,781458,12622,93000,733450,12622,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.1 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.3: Official Development Assistance - Multilateral Replenishments,Administered Expenses,Other services (Appropriation Bill No. 2),,858820,0,0,462000,0,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.1 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.3: Official Development Assistance - Multilateral Replenishments,Administered Expenses,Expenses not requiring appropriation in the budget year,,401760,0,0,401760,0,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.1 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.4: Official Development Assistance - East Asia AIPRD,Administered Expenses,Expenses not requiring appropriation in the budget year,,0,0,0,0,0,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.1 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.5: Payments to International Organisations,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,439385,466368,489281,519608,551970,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.1 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.6: New Colombo Plan - Transforming Regional Relationships,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,27790,50933,50933,50933,50933,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.1 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Foreign Affairs and Trade Portfolio,Department of Foreign Affairs and Trade,"Outcome 1: The advancement of Australia's international strategic, security and economic interests including through bilateral, regional and multilateral engagement on Australian Government foreign, trade and international development policy priorities",Program 1.6: New Colombo Plan - Transforming Regional Relationships,Administered Expenses,Other services (Appropriation Bill No. 2),,425,150,0,0,0,Foreign Affairs 2017-18 PBS Cleaned.xlsx,Table 2.1.1 outcome 1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
